Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297,4,2023,6.544444444444444
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103,6,2023,0.7827184466019418
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20,3,2023,133.9185
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60,7,2023,48.85166666666667
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90,5,2023,25.734333333333336
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330,3,2023,20.37036363636364
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134,7,2023,108.42171641791045
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104,5,2023,90.29115384615385
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94,3,2023,172.66393617021276
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55,6,2023,131.35254545454546
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57,5,2023,273.11543859649123
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105,6,2023,28.23047619047619
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186,4,2023,18.048817204301074
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127,8,2023,7.955669291338583
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54,2,2023,379.082037037037
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115,3,2023,76.19782608695652
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85,8,2023,171.92376470588235
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31,3,2023,317.40193548387094
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103,6,2023,64.40029126213592
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169,4,2023,57.68680473372781
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31,1,2023,169.49612903225807
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123,8,2023,27.889674796747965
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434,6,2023,24.088824884792626
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7,1,2023,344.8385714285714
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108,4,2023,13.380925925925927
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71,6,2023,56.6569014084507
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43,2,2023,201.19069767441863
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453,5,2023,1.600794701986755
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540,3,2023,4.417407407407407
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131,7,2023,5.542290076335878
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83,7,2023,57.13674698795181
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312,8,2023,8.195384615384615
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646,6,2023,12.96701238390093
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162,6,2023,5.189567901234568
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216,8,2023,0.9623611111111111
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94,2,2023,142.2376595744681
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25,2,2023,272.4548
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300,2,2023,20.321733333333334
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120,2,2023,72.3715
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140,3,2023,6.237571428571428
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253,8,2023,7.559920948616601
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76,5,2023,4.23171052631579
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96,1,2023,5.324166666666667
Curtice Advani,India,White Choc,2023-07-04,7887.15,335,7,2023,23.543731343283582
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13,6,2023,137.9746153846154
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29,2,2023,418.25586206896554
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213,5,2023,55.163145539906104
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101,6,2023,39.27970297029703
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255,7,2023,31.785764705882354
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106,6,2023,15.22801886792453
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91,5,2023,17.728571428571428
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281,1,2023,7.671316725978647
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43,6,2023,190.33418604651163
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251,8,2023,14.39569721115538
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101,1,2023,7.931584158415842
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8,8,2023,258.685
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284,4,2023,17.944401408450705
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338,5,2023,31.282544378698226
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322,4,2023,14.321024844720496
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148,2,2023,22.221418918918918
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394,3,2023,27.62215736040609
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2,3,2023,758.28
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184,7,2023,2.1267934782608693
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38,3,2023,209.71263157894737
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109,8,2023,0.5844954128440367
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175,5,2023,50.47045714285714
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180,5,2023,19.678833333333333
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173,8,2023,34.983063583815024
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54,4,2023,10.05925925925926
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201,8,2023,94.00457711442785
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331,1,2023,2.0827794561933533
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31,2,2023,143.09516129032258
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324,5,2023,28.12141975308642
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129,3,2023,80.38534883720929
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290,1,2023,20.11448275862069
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219,3,2023,5.616255707762558
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170,6,2023,51.998352941176464
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176,3,2023,32.65715909090909
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107,5,2023,34.262056074766356
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220,7,2023,31.15372727272727
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59,3,2023,73.91542372881356
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141,3,2023,54.511702127659575
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235,6,2023,17.823106382978725
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234,1,2023,23.184786324786323
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456,1,2023,6.353004385964912
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23,7,2023,46.57869565217391
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497,5,2023,12.911569416498994
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172,2,2023,63.763430232558136
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28,5,2023,226.60785714285717
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25,2,2023,112.9884
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34,1,2023,43.04911764705883
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115,6,2023,50.92626086956522
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282,1,2023,15.26191489361702
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169,6,2023,12.11698224852071
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1,3,2023,4692.36
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153,6,2023,47.728235294117646
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103,3,2023,19.97009708737864
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49,4,2023,225.15897959183675
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247,1,2023,31.472226720647775
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295,4,2023,13.027152542372882
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81,8,2023,113.13320987654322
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146,4,2023,52.25061643835617
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139,7,2023,131.08338129496403
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24,3,2023,409.5391666666667
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5,5,2023,945.3299999999999
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118,8,2023,2.9222033898305084
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283,7,2023,12.195194346289751
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439,4,2023,11.55236902050114
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132,1,2023,35.752878787878785
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174,4,2023,19.715977011494253
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239,1,2023,1.1225941422594143
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133,8,2023,7.454586466165414
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17,6,2023,12.555882352941175
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131,6,2023,57.911297709923666
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99,2,2023,62.54737373737373
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602,2,2023,2.509269102990033
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209,1,2023,41.59478468899521
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307,5,2023,17.9471335504886
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22,4,2023,84.69090909090909
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159,8,2023,30.330188679245282
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229,8,2023,47.40851528384279
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159,7,2023,70.76798742138365
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27,4,2023,51.39703703703704
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341,5,2023,16.15607038123167
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155,7,2023,15.769354838709678
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507,8,2023,6.263550295857988
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143,6,2023,55.24769230769231
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142,7,2023,63.890563380281684
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513,4,2023,0.01571150097465887
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104,8,2023,14.889807692307691
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298,1,2023,18.461979865771813
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15,8,2023,512.3613333333334
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402,1,2023,12.80539800995025
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143,4,2023,21.47153846153846
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88,7,2023,12.8125
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4,3,2023,2125.6925
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241,2,2023,24.734522821576764
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33,1,2023,75.10090909090908
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497,1,2023,2.5544466800804826
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144,6,2023,77.29527777777778
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83,5,2023,29.57939759036145
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100,6,2023,127.6494
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198,1,2023,67.43141414141414
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223,7,2023,12.391121076233183
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245,4,2023,26.62587755102041
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82,6,2023,22.783536585365855
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251,4,2023,33.59294820717131
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64,5,2023,88.23421875
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180,4,2023,8.248166666666666
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395,8,2023,9.772025316455696
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227,8,2023,14.261233480176212
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64,4,2023,63.63171875
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118,8,2023,68.26161016949152
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224,1,2023,1.8763392857142858
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218,1,2023,78.32105504587156
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33,5,2023,412.85787878787875
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235,2,2023,9.865787234042553
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67,5,2023,160.29925373134327
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422,2,2023,18.067938388625592
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159,5,2023,63.95169811320755
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141,6,2023,47.057801418439716
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158,3,2023,5.443797468354431
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52,2,2023,166.75403846153844
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63,7,2023,87.84301587301587
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187,3,2023,36.365026737967916
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123,8,2023,31.933577235772358
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196,1,2023,29.764285714285716
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147,5,2023,4.986938775510204
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140,6,2023,51.17507142857143
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175,5,2023,45.145828571428574
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85,3,2023,41.773647058823535
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136,2,2023,75.59933823529411
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180,5,2023,32.98227777777778
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172,1,2023,26.465988372093022
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11,6,2023,1449.5327272727272
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188,7,2023,41.077553191489365
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268,5,2023,11.58723880597015
Jan Morforth,India,After Nines,2023-03-14,6994.35,179,3,2023,39.074581005586595
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252,8,2023,16.922579365079365
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271,2,2023,4.48450184501845
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45,6,2023,189.31933333333336
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105,5,2023,93.43761904761905
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107,6,2023,9.959158878504674
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80,2,2023,48.683499999999995
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252,8,2023,48.38996031746032
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236,6,2023,10.403093220338983
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12,4,2023,1240.6466666666668
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121,7,2023,126.25173553719007
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47,1,2023,287.66978723404253
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127,2,2023,72.40574803149607
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182,7,2023,2.532857142857143
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257,6,2023,31.971050583657586
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277,4,2023,6.727581227436823
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72,2,2023,45.59722222222222
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247,5,2023,24.158623481781376
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334,4,2023,36.17814371257485
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179,6,2023,69.25731843575419
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280,6,2023,6.23575
Barr Faughny,India,After Nines,2023-07-29,9021.65,104,7,2023,86.74663461538461
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165,6,2023,31.89969696969697
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91,1,2023,170.03296703296704
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140,3,2023,39.76121428571428
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111,1,2023,73.07594594594595
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117,6,2023,20.015384615384615
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19,6,2023,455.28526315789475
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,4444.72,77,7,2023,57.723636363636366
Oby Sorrel,India,Spicy Special Slims,2023-06-08,12531.37,86,6,2023,145.7136046511628
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231,8,2023,15.406450216450216
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300,4,2023,26.299666666666667
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176,8,2023,20.39306818181818
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62,8,2023,4.925645161290323
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161,1,2023,11.780372670807454
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,18494.72,298,8,2023,62.06281879194631
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24,5,2023,462.6445833333333
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,4162.28,11,7,2023,378.3890909090909
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308,3,2023,10.900324675324676
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94,7,2023,74.82468085106383
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,9896.8,143,8,2023,69.20839160839161
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,15653.44,175,3,2023,89.44822857142857
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148,4,2023,53.373716216216216
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172,2,2023,61.888023255813955
Mallorie Waber,India,White Choc,2023-07-26,872.83,224,7,2023,3.8965625000000004
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128,1,2023,49.51515625
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451,4,2023,0.06906873614190687
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142,5,2023,50.05316901408451
Husein Augar,India,Eclairs,2023-02-09,5465.85,56,2,2023,97.60446428571429
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60,5,2023,41.035666666666664
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80,1,2023,52.430499999999995
Beverie Moffet,India,White Choc,2023-07-04,1994.44,299,7,2023,6.670367892976588
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80,4,2023,151.550625
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117,1,2023,50.29136752136752
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80,4,2023,32.9895
Camilla Castle,USA,Eclairs,2023-06-10,5031.4,401,6,2023,12.54713216957606
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56,8,2023,205.54839285714283
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211,6,2023,71.19421800947867
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40,6,2023,112.92974999999998
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99,8,2023,108.87404040404041
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60,8,2023,19.095333333333333
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45,8,2023,55.96666666666667
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158,3,2023,3.776139240506329
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24,4,2023,77.44625
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,5194.28,547,6,2023,9.495941499085923
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155,2,2023,6.198
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23,8,2023,232.48347826086956
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76,2,2023,129.0146052631579
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26,5,2023,507.90076923076924
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65,6,2023,91.21846153846154
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141,6,2023,3.6660992907801417
